Asia/Colombo, 19800000, 0, false, India Standard Time
Asia/Kolkata, 19800000, 0, false, India Standard Time
IST, 19800000, 0, false, India Standard Time
Asia/Kathmandu, 20700000, 0, false, Nepal Time
Asia/Katmandu, 20700000, 0, false, Nepal Time
Antarctica/Vostok, 21600000, 0, false, Vostok Time
Asia/Almaty, 21600000, 0, false, Alma-Ata Time
Asia/Bishkek, 21600000, 0, false, Kirgizstan Time
Asia/Dacca, 21600000, 0, false, Bangladesh Time
Asia/Dhaka, 21600000, 0, false, Bangladesh Time
Asia/Qyzylorda, 21600000, 0, false, Qyzylorda Time
Asia/Thimbu, 21600000, 0, false, Bhutan Time
Asia/Thimphu, 21600000, 0, false, Bhutan Time
Asia/Yekaterinburg, 21600000, 0, false, Yekaterinburg Time
BST, 21600000, 0, false, Bangladesh Time
Etc/GMT-6, 21600000, 0, false, GMT+06:00
Indian/Chagos, 21600000, 0, false, Indian Ocean Territory Time
Asia/Rangoon, 23400000, 0, false, Myanmar Time
Indian/Cocos, 23400000, 0, false, Cocos Islands Time
Antarctica/Davis, 25200000, 0, false, Davis Time
Asia/Bangkok, 25200000, 0, false, Indochina Time
Asia/Ho_Chi_Minh, 25200000, 0, false, Indochina Time
